EURUSD,HAT,Reg,10/20,Yes,2/1,0.1772828786806592,97,0.0018276585430995794
EURUSD,HAT,Reg,20/50,Yes,2/1,-0.13485980576008208,50,-0.0026971961152016414
EURUSD,HAT,Reg,20/200,Yes,2/1,0.25724566635170143,11,0.023385969668336493
EURUSD,SCD,Reg,20/200,Yes,2/1,0.25724566635170143,11,0.023385969668336493
EURUSD,SCD,Reg,20/50,Yes,2/1,-0.13411638809535295,50,-0.002682327761907059
EURUSD,SCD,Reg,10/20,Yes,2/1,0.13141022107033598,97,0.0013547445471168659
EURUSD,LB,Reg,10/20,Yes,2/1,0.1772828786806592,97,0.0018276585430995794
EURUSD,LB,Reg,20/50,Yes,2/1,-0.13485980576008208,50,-0.0026971961152016414
EURUSD,LB,Reg,20/200,Yes,2/1,0.25724566635170143,11,0.023385969668336493
EURUSD,NB,Reg,20/200,Yes,2/1,0.25724566635170143,11,0.023385969668336493
EURUSD,NB,Reg,20/50,Yes,2/1,-0.13411638809535295,50,-0.002682327761907059
EURUSD,NB,Reg,10/20,Yes,2/1,0.13141022107033598,97,0.0013547445471168659
EURUSD,NB,Reg,10/20,No,2/1,0.14659503337527027,45,0.0032576674083393395
EURUSD,LB,Reg,10/20,No,2/1,0.28002212865156917,77,0.00363665102144895
EURUSD,SCD,Reg,10/20,No,2/1,0.14659503337527027,45,0.0032576674083393395
EURUSD,HAT,Reg,10/20,No,2/1,-0.12561516046380392,17,-0.007389127086106112
EURUSD,HAT,Reg,20/50,No,2/1,-0.24304456969042226,14,-0.017360326406458734
EURUSD,HAT,Reg,20/200,No,2/1,-0.01868130663916523,3,-0.006227102213055076
EURUSD,SCD,Reg,20/200,No,2/1,0.07120681260777134,9,0.007911868067530149
EURUSD,SCD,Reg,20/50,No,2/1,-0.19550241997729734,28,-0.006982229284903476
EURUSD,LB,Reg,20/50,No,2/1,0.02424014473396688,50,4.8480289467933756E-4
EURUSD,LB,Reg,20/200,No,2/1,0.16992099606380395,11,0.015447363278527632
EURUSD,NB,Reg,20/200,No,2/1,0.07120681260777134,9,0.007911868067530149
EURUSD,NB,Reg,20/50,No,2/1,-0.19550241997729734,28,-0.006982229284903476
